constant_name,definition
"Games/Events Missed","Juegos/Eventos perdidos"
Gastritis,Gastritis
"Gastro Pain","Dolor Gastrointestinal "
Gastrointestinal,"Gastrointestinal "
Gender,Género
"Gender ",Género
General,General
"General Service Category","Categoría de servicio general"
"Generate CMS 1500","Generar formulario CMS 1500"
"Generate CMS 1500 PDF","Gen.form.CMS1500 pdf"
"Generate CMS 1500 TEXT","Gen.form. CMS1500 texto"
"Generate HCFA","Genere HCFA "
"Generate Invoice","Generar recibo"
"Generate Letter","Genere la Carta"
"Generate Letter regarding ","Generar carta relacionada"
"Generate PQRI report (Method A)","Generar informe PQRI (Método A)"
"Generate PQRI report (Method E)","Generar informe PQRI (Método E)"
"Generate Report","Generar informe"
"Generate Username And Password For","Generar usuario y contraseña para"
"Generate X12","Generar X12"
"Generate X12 Encounter","Generar visita X12"
"Generate and download CMS 1500 paper claims","Generar y Descargar"
"Generate and download HCFA 1500 paper claims","Generar y descargar reclamos HCFA 1500 en papel"
"Generate and download X12 batch","Generar y descargar batch X12 "
"Generate and download X12 encounter claim batch","Generar y descargar batch X12 de reclamo por visita"
"Generate and transmit permissible prescriptions electronically.","Generar y transmitir electrónicamente las recetas autorizadas."
"Generated on","Generado en"
Generates,genera
Genitourinary,Genitourinario
German,Alemán
"Get HL7","Obtener HL7"
Glaucoma,Glaucoma
"Glaucoma Family History","Historia Familiar de Glaucoma "
Global,Global
"Global ID","ID Global"
"Global Settings","Ajustes Globales"
Globals,Globales
Go,Ir
"Go Today","Ir hoy"
"Go to","Ir a"
"Go to week of","Ir a la semana del"
"Grade of Injury","Grado de la lesión"
Grade:,Grado:
"Grand Total","Suma total"
"Grand Totals","Sumas totales"
Graphable,"Posibilidad de gráfico"
"Greater Than","Mayor que"
"Greater Than or Equal To","Mayor que o Igual a"
Greek,"Griego "
Group,Grupo
"Group Name","Nombre de Grupo "
"Group Number","Número de grupo"
"Group Payment","Pago en grupo"
"Group names cannot be blank","Los nombres de los grupos no pueden quedar en blanco"
"Group names cannot start with numbers or spaces.","Los nombres de los grupos no pueden iniciar con números"
"Group names cannot start with numbers.","Los nombres de grupo no pueden comenzar con números. "
Group:,Grupo:
Groupname,"Nombre del grupo"
"Groups and Access Controls","Controles de grupos y accesos"
"Growth Chart","Gráfico de Crecimiento "
Growth-Chart,"Gráfico de Crecimiento "
Guamanian,Guamés
"Guardian's Name","Nombre del tutor"
"Gynecological Exam","Examen ginecológico"
"H/O Hepatitis","H/O Hepatitis "
"HAI Status","Estado HAI "
"HCFA Margins","Márgenes de HCFA "
"HCFA left margin in points","Margen izquierdo de HCFA en puntos "
"HCFA top margin in points","Margen superior de HCFA en puntos "
"HCPCS Procedure/Service","Procedimiento/Servicio HCPCS"
HEART:,CORAZÓN:
HEENT,"Cabeza, ojos, ORL"
"HIPAA Notice Received","Aviso Recibido de HIPPA"
HIV,HIV
"HL7 Viewer","Visor HL7"
HMOL/L,HMO/L
HPI:,HPI:
HT,Altura
HTML,HTML
"Haematoma / bruising",Hematoma/moretón
"Hand + fingers","manos + dedos"
"Hand Problems","Problemas de manos"
"Hard Disk","Disco Duro"
"Hardship w/o","Dificultad sin "
Hash,"Función Hash"
"Hash did not exist for this file. A new hash was generated.","No existe hash para este fichero. Un nuevo hash será generado."
"Hash does not match. Data integrity has been compromised.","Hash no coincide. La integridad de datos se ha visto comprometida."
Hawaiian,Hawaiano
"Hazardous Activities","Actividades peligrosas"
"Hazardous activities","Actividades peligrosas "
Head,Cabeza
"Head Circ","Circunferencia de la cabeza"
"Head Circumference","Circunferencia de la cabeza"
Headache,"Dolor de cabeza "
Headaches,"Dolores de cabeza"
"Health Care Operations","Operaciones de Atención Médica"
"Health Maintenance Organization","Organización para el mantenimiento de la salud"
"Health Maintenance Organization (HMO) Medicare Risk","Riesgo de Medicare de la organización de mantenimiento de salud (HMO) "
"Health centre/clinic","Centro de salud/clínica "
"Hearing Loss","Pérdida de Oído "
"Heart Attack","Ataque del Corazón"
"Heart Disease","Enfermedad del corazón"
"Heart Failure","Fallo cardiaco"
"Heart Problem","Problema del Corazón "
"Heart Problems","Problemas de corazón"
"Heart Surgery","Cirugía del Corazón"
"Heart Transplant","Transplante de corazón"
Heartburn,"Ardor de estómago "
"Heat Or Cold","Calor o Frío"
"Heat or Cold","Calor o Frío "
Hebrew,Hebreo
Height,"Altura "
Help,Ayuda
Hematemesis,"Hematemesis "
Hematochezia,"Hematoquecia (rectorragia)"
Hematologic,"Hematológico "
Hematuria,"Hematuria "
Hemoglobin,Hemoglobina
"Hemoglobin A1C","Hemoglobina A1C"
Hemoptysis,"Hemoptisis "
Hepatitis,Hepatitis
"Hepatitis A 1","Hepatitis A 1 "
"Hepatitis A 2","Hepatitis A 2"
"Hepatitis B 1","Hepatitis B 1"
"Hepatitis B 2","Hepatitis B 2"
"Hepatitis B 3","Hepatitis B 3"
"Hernia Repair","Reparación de la hernia"
"Herniated Disc","disco herniado"
Herpes,Herpes
Hesitancy,"Vacilación "
"Hib 1","Hib 1"
"Hib 2","Hib 2"
"Hib 3","Hib 3"
"Hib 4","Hib 4"
Hidden,Oculto
"Hidden Events Administration","Administración de eventos ocultos"
Hide,Ocultar
"Hide Details","Ocultar detalles"
"Hide Encryption/Decryption Options In Document Management","Ocultar las opciones de cifrado/descifrado en la gestión de documentos"
"Hide Menu","Ocultar Menu"
"Hide Reminders","Ocultar Recordatorios"
"Hide/Show Columns","Ocultar/Mostrar Columnas"
High,Alto
"High Blood Pressure","Presión Sanguínea Alta"
Hindi,Hindú
"Hip + groin","Cadera + ingle"
"Hip Problems","Problemas de cadera"
"Hip Replacement","Reemplazo de Cadera"
"Hip and groin","Cadera y ingle"
Hirsutism/Striae,"Hirsutismo/Estrías "
Hispanic,Hispano
"Hispanic - Other (Born in US)","Hispano - Otro (Nacido en EEUU)"
"Hispanic - Other (Born outside US)","Hispano - Otro (Nacido fura de EEUU)"
"Hispanic or Latino","Hispano o Latino"
History,Historial
"History Data","Historia de Datos"
"History Date","Fecha de Historia"
"History Murmur","Historia de Murmullos"
"History not authorized","Historia no está Autorizado"
"History of Heart Murmur","Historia de Murmullos de Corazón "
Hits,Hits
Hmong,Hmong
"Hold down Ctrl to select multiple items","Mantener apretado Control para seleccionar múltiples elementos"
"Hold down Ctrl to select multiple squads","Mantenga presionada la tecla CTRL para seleccionar varios escuadrones"
"Hold down [Ctrl] for multiple selections or to unselect","Mantener apretado Control para selecciones múltiples o deseleccionar"
Home,Inicio
"Home Phone","Teléfono de casa"
"Home Phone Number","Teléfono de Casa "
"Homeless or similar?","Sin hogar o similares?"
"Homeless, etc","Sin hogar, etc."
"Homeless, etc.","Sin hogar, etc"
"Host Name","Nombre de Huesped"
"Host Name cannot be empty","El nombre del huesped no puede estar vacio"
Hour,Hora
Hours,Horas
"How did Injury Occur?","¿Cómo ocurrió la lesión?"
"How did Injury Occur?:","¿Cómo ocurrió la lesión?: "
"How did they hear about us","Como nos ha conocido"
"How many months ahead to query for upcoming events?","¿Cuántos meses de antelación a la consulta para los próximos eventos?"
"Https link for the OpenEMR Support LLC Lab Exchange Service.","Vínculo Https segurizado para el soporte OpenEMR LLC Servicio de tránsito de datos de laboratorio."
Hungarian,Húngaro
"Hylafax Directory","Hylafax Directorio"
"Hylafax Enscript Command","Hylafax Commando Enscript"
"Hylafax Server","Hylafax Servidor"
"Hylafax server hostname.","Hylafax Servidor Hostname"
Hyperactive,Hiperactivo
Hypertension,"Hipertensión "
"Hypertension: Blood Pressure Measurement","Hipertensión: Medida de presión arterial"
"Hypertension: Blood Pressure Measurement (CQM)","Hipertensión: Medida de presión arterial (GCC)"
Hyperthyroidism,Hipertiroidismo
Hypothyroidism,Hipotiroidismo
Hysterectomy,Histerectomía
I,I
"I am busy during this time.","Estoy ocupado durante este periodo."
"I do not have permission to read ","No tengo permiso para leer"
ICD,ICD
"ICD10 Diagnosis","Diagnóstico ICD10"
"ICD10 Procedure/Service","Procedimiento/Servicio ICD10"
ICD9,ICD9
"ICD9 Diagnosis","Diagnóstico ICD9"
"ICD9 Procedure/Service","Procedimiento/Servicio ICD9"
ID,"Nº Identificación "
"ID Card","Tarjeta ID"
"ID cannot be blank","La ID no puede quedar en blanco"
IDays,IDays
IM,IM
IN,ingreso
INR,"Tiempo Protrombina"
INSTALL,INSTALAR
IPPF,"Fundación Internacional de Planificación Familiar"
"IPPF SRH Data for","Datos para SRH IPPF "
"IPPF Statistics Report","Informe de las estadísticas de IPPF "
"IPPF Stats","Estado Fundación Internacional de Planificación Familiar"
"IPV 1","IPV 1 "
"IPV 2","IPV 2"
"IPV 3","IPV 3"
"IPV 4","IPV 4"
IU/L,IU/L
IUD,IUD
IV,IV
Id,Id
"Identifier(one word)","Identificador (una palabra)"
"Idle Session Timeout Seconds","Tiempo de espera inactivo en segundos"
"If SMTP is used, the server`s TCP port number (usually 25).","Si usa SMTP, puerto TCP del servidor (normalmente 25)."
"If SMTP is used, the server`s hostname or IP address.","Si usa SMTP, nombre del servidor host o la dirección IP."
"If all data for all columns are complete for this form","Si todos los datos para todas las columnas están completos para este formulario"
"If billing justification is used enter the name of the diagnosis code type.","Si la justificación de facturación se utiliza introduzca el nombre del código de tipo de diagnóstico."
"If name, any part of lastname or lastname,firstname","Si el nombre, apellido de cualquier parte o apellido, Nombre"
"If paying by","Si pagando por"
"If person is deceased, then enter date of death.","Si la persona ha fallecido, introducir la fecha de la muerte."
"If you change e-RX Role for ePrescription, it may affect the ePrescription workflow. If you face any difficulty, contact your ePrescription vendor.","Si cambia el rol de la ePrescripción de receta electrónica, puede afectar al flujo de la ePrescripción. Frente a cualquier dificultad, contacte con su prescriptor de ePrescripción."
"If you have chosen to upload electronic remittances, then the search window redisplays itself with the matching invoices from the X12 file.  You may click on any of these invoice numbers (as described below) if you wish to make any corrections before the ","Si ha optado por subir remesas electrónicas la ventana de búsqueda muestra las facturas X12 correspondientes del archivo. Puede hacer clic en cualquiera de estos números de factura (como se describe a continuación) si desea hacer las correcciones antes de enviar la información. Para aplicar los cambios, haga clic en el botón de Procesar Archivos ERA en la parte inferior de la página. Esto producirá una nueva ventana con un informe detallado."
"If you have entered a Pay Date in the search page, this will override the posting date of payments and adjustments that are otherwise taken from the X12 file.  This may be useful for reporting purposes, if you want your receipts reporting to use your post","Si usted ha incorporado una fecha de pago a la página de la búsqueda, ésta eliminará la fecha de pagos original y los ajustes que se toman del archivo X12. Esto puede serle útil si usted quiere que sus recibos muestren la fecha original en lugar de la fecha admitida por el seguro. Observe que esto también afectará a las fechas de pagos anteriores y a los ajustes que se ponen en demandas secundarias. "
"If you want to change data types, or add rows or columns","Si quiere cambiar tipos de datos, o añadir filas o columnas"
"If you want to upgrade the database, then place the database zip file in the following directory","Si quiere actualizar la base de datos, coloque el fichero comprimido de base de datos en el siguiente directorio"
Ignore,Desconocido
Illness,Enfermedad
"Imaging Service","Servicio de imágenes"
Immunization,Vacunación
"Immunization Code","Código Vacunación"
"Immunization Date","Fecha Vacunación"
"Immunization Lot Number","Número de lote Vacunación"
"Immunization Manufacturer","Fabricante de Vacuna"
"Immunization Registry","Registro Vacunación"
"Immunization Service","Servicio de Vacunación"
"Immunization Title","Título Vacunación"
Immunizations,"Inmunizaciones "
Immunize,inmunizar
Immunologic,"Inmunológicas "
Implants,Implantes
Import,Importar
"Import Configuration","Importar configuración"
"Import Patient","Paciente de importación "
"Import Patient Demographics","Paciente de importación Demografía "
"Import certificate to the browser.","Importarr el certificado al buscador"
"Important Codes","Códigos importantes"
"Imported from Accounting","Importados de Contabilidad"
Improved,"Mejorado "
"In Office","En la oficina"
Inactive,"Inactivo "
"Inactive Days","Días no activo"
Inbox,Entrada
"Include Checksum","Incluya checksum"
"Include Completed","Incluya completado"
