constant_name,definition
"Enter Database root Username","Introduzca Usuario root para Base Datos"
"Enter Diagnosis","Introduzca Diagnóstico"
"Enter Drugs","Introduzca Medicamentos"
"Enter Immunizations","Introduzca Vacunas"
"Enter Key","Introducir Clave"
"Enter a diagnosis code to exclude all invoices not containing it","Introduzca un código de la diagnosis para excluir todas las facturas que no lo contienen"
"Enter body of letter here","Incorpore el cuerpo de la carta aquí "
"Enter new State","Escriba el nuevo Estado "
"Enter the Re Identification code","Introducir código Re-identificación"
"Enter your search criteria above","Incorpore sus criterios de búsqueda arriba "
"Entitlement status",Activos
Environmental,Ambiental
Epilepsy,Epilepsia
Epilepsy:,Epilepsia:
Erase,Borrar
Erections,"Erecciones "
Error,Error
"Error Removing Message","Error al eliminar el mensaje"
"Error confirming receipt of lab results","Error confirmando la recepción de los resultados del laboratorio"
"Error getting lab results from Lab Exchange Network","Error al obtener los resultados de laboratorio de la red de intercambio del laboratorio"
"Error in ""Gender"" selection","Error en selección de género"
"Error in ""HIPAA"" selection","Error en ""HIPAA"" selección"
"Error in ""Process"" selection","Error en el ""Proceso de selección"
"Error in ""SMS Gateway"" selection","El error en la selección de ""Puerta de SMS"""
"Error in ""Sort By"" selection","Error en ""Ordenar por"" selección"
"Error in YES or NO option","Error en la opción SI o NO"
"Error in gzip compression of file: ","Error del file de compresion gzip"
"Error opening uploaded file for reading","Error al abrir archivo cargado para lectura"
"Error retrieving results from Lab Exchange Network","Error recuperando resultados de la red de intercambio del laboratorio"
"Error when granting file privilege to the OpenEMR user.","Error en el fichero de concesión de privilegios para el usuario de OpenEMR."
"Error while saving to the file","Error al guardar en el archivo "
"Error while writing to file","Error al escribir en el archivo "
"Error, User Certificate Authentication is not enabled in OpenEMR","Error. Certificado de Autenticacion de usuario no esta habilitado en OpenEMR"
"Error, the file does not exist","Error, Este file no existe"
"Error, unable to create client certificate.","Error, incapaz de crear certificado de cliente"
"Error, unable to create the Certificate Authority certificate.","Error. No puede crearse certificadodo de Certificado de Autenticacion"
"Error, unable to create the Server certificate.","Error, incapaz de crear el certificado del servidor"
"Error, unable to create the admin.p12 certificate.","Error, incapaz de crear el certificado p12 de Admin"
"Error, unable to open file","Error, incapaz de abrir el file"
"Error. You need to install the Archive/Tar.php php module.","Error. Necesita instalar el Archivo/Tar.php php modulo"
"Error: Unable to create downloadable archive","Error, incapaz de crear el fichero de descarga"
"Error: duplicated ID on line","Error: ID duplicado en línea"
"Error: duplicated name on line","Error: Nombre duplicado en línea"
"Error: passwords don't match. Please check your typing.","Error: las contraseñas no coinciden. Por favor, compruebe lo tecleado. "
"Error: the file does not exist","Error, este file no existe"
Errors,Errores
Erythema:,Eritema
Eskimo,Esquimal
"Established Patient","Paciente regular"
Ethnicity,Raza
"Ethnicity or Race","Origen étnico o Raza"
"Ethnicity-Race List (write,addonly optional)","Lista de Origen étnico--Raza (escriba, sólo añadir opcional) "
Evening,Nocturno
Event,Evento
"Event Begins","Fecha comienzo de evento"
"Event Category","Categoría de evento"
"Event Date","Fecha evento"
"Event Description","Descripción evento"
"Event Details","Detalles evento"
"Event Duration","Duración de Evento"
"Event Fee","Honorarios del evento"
"Event Location","Lugar de evento"
"Event Title","Título de Evento"
"Event Website","Página web de evento"
"Event does not repeat","Evento sin repetic"
"Event duration in minutes","Duración de evento en minutos"
"Event repeats every","Evento se repite cada"
"Event repeats on","Evento repite en"
"Event repeats on:","Evento se repite en"
"Event start time","Hora comienzo evento"
"Event title","Título de evento"
Events,Eventos
"Events for","Eventos para"
"Events open in new window","Eventos abre en nueva ventana"
Every,Cada
"Every Fourth","cada cuarto"
"Every Other","uno sí, otro no"
"Every Third","cada tercero"
"Every, every other, every 3rd, etc.","Cada, cada otro, cada 3ro, etc. "
Exact,Exacto
"Exam and test results","Examen y los resultados de las pruebas"
"Exam results","Resultados del examen"
Examination,Examen
"Examination Date","Fecha de examen "
Example,Ejemplo
Examples,Ejemplos
Exams/Tests,Exámenes/Pruebas
Exams/Tests:,Exámenes/Pruebas
Except,Excepto
"Excessive Bleeding/Hemorrhage","Sangram excesivo/hemorragia"
"Excessive Tearing","Lagrimeo Excesivo "
"Excluded Patients","Pacientes Excluídos"
Exclusion,Exclusiones
"Exclusive Provider Organization (EPO)","Organización de provedor exclusivo (OPE)"
"Executive Paper Size","Tamaño papel ejecutivo"
Exercise,Ejercicio
"Exercise Patterns","Patrones de ejercicio"
"Exercise patterns","Patrones de ejercicio "
Exist,Existe
"Exit from Administration","Salir de Administración"
Exp,Exp
Expand,Expandir
"Expand All","Expandir Todo"
"Expanded View","Vista ampliada"
"Expected Date","Fecha esperada"
"Expected Reply Date","Fecha esperada de respuesta"
"Expected form_encounter.pid to be ","Se espera form_encounter.pid para ser "
Expiration,Expiración
"Expiration Date","Fecha de expiración"
Expires,"Fecha Expiración"
Export,Exportar
"Export Configuration","Exportar configuración"
"Export File","Exportar archivo"
"Export PQRI Report","Exportar Informe PQRI"
"Export Patient Demographics","Exportación de Demograficos del paciente"
"Export Selected as CSV","Exportar a formato CSV"
"Export Selected to Collections","Exportar seleccion"
"Export as CSV","Exportar con CSV"
"Export to CSV","Exportar a formato CSV"
"Export to external billing system","Exportación al sistema de facturación externo"
"Exposure To Foreign Countries","Exposición a Países Extranjeros "
"Exposure to Foreign Countries","Exposición a los países extranjeros"
"Ext Time Collected","Ext tiempo de coleccionar"
External,Externo
"External Data Loads","Carga de datos externos"
"External Database Import Utility","Utilidad de importación bbdd externa"
"External ID","Identificador externo"
"External Id","ID externo"
"External Only","Externo solamente"
"External Referral","Derivación externa"
"External Referral Followups","Seguimiento de Derivaciones Externas"
"External Referrals","Derivaciones externas"
"External identifier","Identificador externo"
"External referral?","¿Derivación externa?"
"Extract the zip file","Extraer este file comprimido"
"Extracting the file. This will take some time...","Extrayendo fichero. Esto puede tardar algún tiempo..."
Exudate:,Exudado:
"Eye Irritation","Irritación de Ojo "
"Eye Pain","Dolor de Ojo "
"Eye Redness","Enrojecimiento de Ojo"
Eyes,Ojos
F,F
"F/H Blood Problems","F/H Problemas de Sangre "
"F/H Female Hirsutism/Striae","F/H Hirsutismo Femenino/Estrías "
FAIL,Fallo
FECA,FECA
"FH Blood Problems","Problemas de Sangre FH "
FL,FL
FMS,FMS
FROM,DESDE
FROM_CITY,DESDE_CIUDAD
FROM_FNAME,DESDE_NOMBRE
FROM_LNAME,DESDE_APELLIDO
FROM_MNAME,DESDE_SEGUNDONOMBRE
FROM_PHONECELL,"DESDE_TELÉFONOCELULAR "
FROM_POSTAL,DESDE_POSTAL
FROM_STATE,DESDE_ESTADO
FROM_STREET,DESDE_CALLE
FROM_TITLE,"DESDE_TÍTULO "
FROM_VALEDICTORY,DESDE_DESPEDIDA
Facilities,"Clínicas/Centros Costo"
Facility,Ubicación
"Facility Administration","Admon de Clínicas/Centros de Costo"
"Facility City","Ciudad del Centro "
"Facility Code","Código Clínica/C Costo"
"Facility Code:","Código Clínica/C Costo:"
"Facility Country code","Código País del Centro "
"Facility Fax","Fax del Centro "
"Facility NPI","NPI del Centro "
"Facility Name","Nombre del Centro "
"Facility Phone","Teléfono del Centro "
"Facility Specific User Information","Información de usuario específica de Centro"
"Facility State","Estado del Centro "
"Facility Street","Dirección del Centro "
"Facility Zip","Código Postal del Centro "
Facility:,"Clínica/C Costo:"
Failed,Fallado
"Failed to create temporary folder. CouchDB will not work.","Fallo al crear la carpeta temporal. CouchDB no funcionará."
Failed.,Fallo
"Family History","Historia familiar"
"Family History of Glaucoma","Historia Familiar de Glaucoma "
"Family History of Glaucoma:","Historia familiar de glaucoma"
"Family History:","Historia familiar"
"Family Payment","Pago por familia"
"Family Planning","Planificación Familiar"
"Family Size","Tamaño de la Familia"
"Family Violence","Violencia familiar"
"Family and GBV","Familia y VBG"
Fancy,Suposición
Farsi,Iraní
Father,Padre
Fatigue,"Fatiga "
Fatigue:,Cansancio
Fatigued,Fatigado
Fax,Fax
"Fax Count","Contador fax"
"Fax number","Número de fax "
Fax/Scan,Fax/Escanear
Fax:,Fax
"Faxes In","Entrada de faxes"
"Faxes Out","Salida de faxies"
Features,Diseño
Feb,Feb
February,Febrero
"Federal Drug ID","Identificación de medicamento federal"
"Federal Drug ID:","Cód Producto"
"Federal EIN","Federal EIN"
"Federal EIN:","Cód Proveedor:"
"Federal Tax ID","Identificación de impuesto federal"
"Federal Tax ID:","Cód impuesto fed"
Fee,Tarifa
"Fee Sheet","Hoja de Cargos por Serv & Prod"
"Fee Sheet Options","Opciones de la hoja de tarifas"
"Fee is not allowed","No se permite la tarifa"
Fees,"Hoja de cargos/ Fin de visita"
Fees:,Facturación
Female,Femenino
"Female AP","Femenino AP"
"Female Condom","Condón femenino"
"Female Condoms","Condones femeninos"
"Female Endometriosis","Endometriósis Fem"
"Female G","Femenino G"
"Female LC","Femenino LC"
"Female P","Pelv. Femenina"
"Female Symptoms","Síntomas Femeninos "
"Female VSC","Fem.: contracepción quir. volunt."
"Female VSC - Laparoscopy","AQV Femenina - Laparoscopia"
"Female VSC - Laparotomy","AQV Femenina - Laparotomía"
"Female VSC - Minilaparatomy","AQV Femenina - Minilaparotomía"
"Female is incapable of carrying a pregnancy to term","Mujer incapaz de llevar embarazo a término"
Fertility,Fertilidad
"Fertility Awareness Based","Métodos Basados en fertilidad"
"Fertility Basic History","Historia de Fertilidad"
"Fertility Tests","Exam. Fertilidad"
"Fetal Monitoring","Monitoreo fetal"
Fever,Fiebre
Fever:,Fiebre
Fibroids,Fibroides
"Field type to use for employer or subscriber country in demographics.","Tipo de campo a utilizar para el país del empleador o abonado en demográficos."
"Field type to use for employer or subscriber state in demographics.","Tipo de campo a utilizar para el estado del empleador o abonado en demográficos."
"Field(s) are missing!","Falta Campo(s)!"
File,Fichero
"File Room","Sala de archivo"
"File management","Gestión de Fichero"
"File privilege granted to OpenEMR user.","Fichero de permisos de usuario de OpenEMR"
"File retrieval from CouchDB failed","Fallo en la recuperación de archivo de CouchDB"
"File to upload","Fichero para adjuntar"
"File with same name already exists at location:","Un fichero con el mismo nombre ya existe en la ubicación: "
Filename,"Nombre archivo"
Files,Ficheros
Filipino,Filipino
"Fill any of the Below Row.","Rellene cualquiera de las filas de abajo."
"Fill here only if sending email notification to patients","Llene aquí solamente si envía notificación por correo a clientes"
"Fill in the values below","Llenar los valores abajo"
"Fill the Row.","Rellene la fila"
Filter,Filtro
"Filter for Constants","Filtro para constantes"
"Filter for Constants:","Filtro p/constantes"
"Filter for Definitions","Filtro por Definición"
Filters,Filtros
Filters:,Filtros
Final,Final
"Final Diagnosis","Diagnóstico final"
"Final diagnosis by specialist","Diagnóstico final por especialista"
Financial,Financieros
"Financial Close Date (yyyy-mm-dd)","Fecha cierre financiero (aaaa-mm-dd)"
"Financial Info","Información Financiera"
"Financial Reporting - anything","Información financiera - cualquier cosa "
"Financial Reporting - my encounters","Información financiera - mis visitas"
"Financial Review Date","Fecha revisión"
"Financial Review Date:","Fecha revisión"
"Financial Summary by Service Code","Resumen Financiero por Código de Servicio"
Financier,Financiero
Find,Localizar
"Find Available","Buscar disponible"
"Find Available Appointments","Buscar citas disponibles"
"Find Patient","Localizar Paciente"
"Find Patient Education Materials","Buscar materiales educativos para el paciente"
"Find available","Localizar disponible"
Findings,Hallazgos
"Findings by specialist","Conclusiones por especialista"
Fine,Multa
"Finish Payments","Final Pagos"
First,Primero
"First Name","Primer nombre"
"First Name:","Primer nombre"
"First contraceptive at this clinic?","¿Primer anticonceptivo en esta institución?"
