,constant_name,definition,IPPF_Spanish (proposed),Same as Def?,Notes,source,openemr,test,spanish,argentina,panama,haiti,,0,TEST,KEVIN or ANA
710,Back To View,Volver a Vista,Volver a Vista,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
711,Back twelve visits,Retroceder doce visitas,Retroceder doce visitas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
712,Back two visits,Retroceder dos visitas,Retroceder dos visitas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
713,Background Services,,Servicios en segundo plano,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,0,0
714,Backup,Respaldos,Respaldos,1,,test,Backup,Respaldos,NULL,NULL,NULL,NULL,1,0,1,0
715,Backup file has been created. Will now send download.,"Se ha creado el archivo de respaldo, ahora empezará la descarga","Se ha creado el archivo de respaldo, ahora empezará la descarga",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
716,Backup Successfully taken in,Archivo de respaldo creado con exito,Archivo de respaldo creado con éxito,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
717,Bacterial Vaginosis,Vaginosis bacteriana,Vaginosis bacteriana,1,,test,NULL,Vaginosis bacteriana,NULL,NULL,NULL,NULL,1,0,1,0
718,Bad check,Cheque sin fondos,Cheque sin fondos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
719,Bad debt,Mal crédito,Mal crédito,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
720,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
721,Bal,Saldo,Saldo,1,,test,Bal,Saldo,NULL,NULL,NULL,NULL,1,0,1,0
722,Balance,Saldo,Saldo,1,,panama,Balance,NULL,NULL,NULL,Saldo,NULL,1,0,0,0
723,balance,balance,saldo,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
724,Balance Amt,Importe Balance,Importe del saldo,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
725,Balance Due,Saldo pendiente,Saldo pendiente,1,,test,Balance a pagar,Saldo pendiente,NULL,NULL,NULL,NULL,1,0,1,0
726,Balance Due:,Saldo pendiente,Saldo pendiente:,0,,test,NULL,Saldo pendiente,NULL,NULL,NULL,NULL,1,1,1,0
727,Balanitis,Balanitis,Balanitis,1,,test,NULL,Balanitis,NULL,NULL,NULL,NULL,1,0,1,0
728,Bank Draft,Letra Bancaria,Cheque de caja,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
729,Barrier/IUD,Barrera/DIU,Barrera/DIU,1,,test,NULL,Barrera/DIU,NULL,NULL,NULL,NULL,1,0,1,0
730,Basal Temperature,Temp. Basal,Temperatura Basal,0,,test,NULL,Temp. Basal,NULL,NULL,NULL,NULL,1,1,1,0
731,Base of fifth (5th) Metarsal,Base del quinto (5to) Metatarsiano,Base del quinto (5to) Metatarsiano,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
732,Base of fifth (5th) Metarsal:,Base del quinto (5to) Metatarsiano:,Base del quinto (5to) Metatarsiano:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
733,BASIC,Básico,Básico,1,,panama,NULL,Básico,NULL,NULL,Básico,Basico,1,0,0,0
734,Basic Data,Datos básicos,Datos básicos,1,,test,NULL,Datos básicos,NULL,NULL,NULL,NULL,1,0,1,0
735,Basic Information,Información básica,Información básica,1,,test,NULL,Información básica,NULL,NULL,NULL,NULL,1,0,1,0
736,basic normal 01,Normal básico 01,Normal básico 01,1,,test,NULL,Normal básico 01,NULL,NULL,NULL,NULL,1,0,1,0
737,Basic RH (female and male),SR Básica (mujer y hombre),SR Básica (mujer y hombre),1,,test,NULL,SR Básica (mujer y hombre),NULL,NULL,NULL,NULL,1,0,1,0
738,Basic RH (female only),SR Básica (sólo mujer),SR Básica (sólo mujer),1,,test,NULL,SR Básica (sólo mujer),NULL,NULL,NULL,NULL,1,0,1,0
739,Batch Claim,,Reclamo en lote,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,0,0
740,Batch Communication Tool,Herramienta de Comunicaciones,Herramienta de Comunicación para series,0,,test,Herramienta de Comunicación para series,Herramienta de Comunicaciones,NULL,NULL,NULL,NULL,1,1,1,0
741,Batch Payment Entry,Entrada de pagos en serie (Batch),Entrada de pagos en serie (Batch),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
742,Batch Payments,Pagos en serie,Pagos en serie,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
743,Batch processing initiated; this may take a while.,Proceso de Batch iniciado; puede tomar unos minutos,Proceso en serie  iniciado; puede tomar unos minutos,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
744,Batch Results,Resultados por lote,Resultados por lote/serie,0,,test,Resultados del lote,Resultados por lote,NULL,NULL,NULL,NULL,1,1,1,0
745,BatchCom,Notificaciones,Notificaciones,1,,test,Comunicación,Notificaciones,NULL,NULL,NULL,NULL,1,0,1,0
746,because that id does not exist.,porque no existe esa número de identificación.,porque no existe esa número de identificación.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
747,Begin,Inicio,Inicio,1,,test,Empezar,Inicio,NULL,NULL,NULL,NULL,1,0,1,0
748,Begin Date,Begin Date,Fecha de inicio,0,,test,Fecha de comienzo,Begin Date,NULL,NULL,NULL,NULL,1,1,1,0
749,Beginning Account Balance,Saldo inicial de la cuenta,Saldo inicial de la cuenta,1,,panama,NULL,NULL,NULL,NULL,Saldo inicial de la cuenta,NULL,1,0,0,0
750,Beginning date of service yyyy-mm-dd,Fecha de inicio de servicio aaaa-mm.dd,Fecha de inicio de servicio aaaa-mm.dd,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
751,Beginning hour of day for calendar events.,Hora de inicio del día para los eventos del calendario,Hora de inicio del día para los eventos del calendario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
752,Belching,Eructo,Eructar,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
753,Bengali,Bengali,Bengalí,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
754,between,entre,entre,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
755,Between 1 and 3 months ago,Entre 1 y 3 meses,Entre 1 y 3 meses,1,,test,NULL,Entre 1 y 3 meses,NULL,NULL,NULL,NULL,1,0,1,0
756,Bilateral,Bilateral,Bilateral,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
757,Bilateral:,Bilateral:,Bilateral:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
758,Biliary System,Sistema biliar,Sistema biliar,1,,test,NULL,Sistema biliar,NULL,NULL,NULL,NULL,1,0,1,0
759,Bill Date:,Fecha factura:,Fecha factura:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
760,Bill/Collect,Facturar/Cobrar,Facturar/Cobrar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
761,Billed,Facturado,Facturado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
762,Billing,Facturacion,Facturación,0,,test,Facturación,Facturacion,NULL,NULL,NULL,NULL,1,1,1,0
763,Billing (write optional),Facturación (escritura opcional),Facturación (escritura opcional),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
764,Billing Attn,Atención factura,Atención factura,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
765,Billing Code for Requested Service,Código de factura para el Servicio Solicitado,Código de factura para el Servicio Solicitado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
766,Billing codes,Código de factura,Código de factura,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
767,Billing Data,Datos de factura,Datos de factura,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
768,Billing Department,Departamento de Facturación,Departamento de Facturación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
769,Billing Facility,Clínica,Clínica,1,,panama,Centro de Facturacion,NULL,NULL,NULL,Clínica,NULL,1,0,0,0
770,Billing Facility:,Clínica,Clínica:,0,,panama,NULL,NULL,NULL,NULL,Clínica,NULL,1,1,0,0
771,Billing Information,Información de facturación,Información de facturación,1,,test,Información factura,Información de facturación,NULL,NULL,NULL,NULL,1,0,1,0
772,Billing Location,Emite Facturas,Emite Facturas,1,,test,Dirección para factura,Emite Facturas,NULL,NULL,NULL,NULL,1,0,1,0
773,Billing Manager,Administrador de Facturación,Administrador de Facturación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
774,Billing Note,Nota de facturación,Nota de facturación,1,,test,Nota de factura,Nota de facturación,NULL,NULL,NULL,NULL,1,0,1,0
775,Billing Note for ,Nota de factura para,Nota de factura para,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
776,Billing Note:,Nota de factura:,Nota de factura:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
777,Billing queue results:,Resultados de la cola de facturación:,Resultados de la cola de facturación:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
778,Billing Report,Informe de Facturación,Informe de Facturación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
779,Billing Status,Estado de facturación,Estado de facturación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
780,Billing Status = Unbilled,Estado de Facturación = no facturados,Estado de Facturación = No facturado,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
781,billing to ,factura para,factura para,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
782,Biopsy,Biopsia,Biopsia,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
783,Biopsy:,Biopsia,Biopsia:,0,,test,NULL,Biopsia,NULL,NULL,NULL,NULL,1,1,1,0
784,Birth Date,F.Nacim.,Fecha Nacimiento,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
785,Birth-24 months,,Nacimiento a 24 meses,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,0,0
786,Black,Negro,Negro,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
787,Black Lung,Pulmón ennegrecido,Pulmón ennegrecido,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
788,Black or African American,Negro o Afro Americano,Negro o Afro Americano,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
789,Bladder Cancer,Cáncer de vejiga,Cáncer de vejiga,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
790,Bladder Infections,Infecciones de vejiga,Infecciones de vejiga,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
791,Blank Forms,Formas en blanco,Formas en blanco,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
792,Bleeding During Pregnancy,Sangramiento durante emb,Sangrado durante embarazo,0,,test,NULL,Sangramiento durante emb,NULL,NULL,NULL,NULL,1,1,1,0
793,Bleeding Problems,Problemas de sangrado,Problemas de sangrado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
794,Bleeding Problems:,Problemas de sangramiento,Problemas de sangrado:,0,,test,NULL,Problemas de sangramiento,NULL,NULL,NULL,NULL,1,1,1,0
795,Bleeding/spotting since last period?,¿Sangrado/manchado desde FUM?,¿Sangrado/manchado desde FUM?,1,,test,NULL,¿Sangrado/manchado desde FUM?,NULL,NULL,NULL,NULL,1,0,1,0
796,Blind Spots,Puntos Ciegos,Puntos Ciegos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
797,Bloating,Hinchazón,Hinchazón,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
798,Blocked,Atascado,Bloqueado,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
799,Blood,Sangre,Sangre,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
800,Blood Group,Grupo sanguíneo,Grupo sanguíneo,1,,test,NULL,Grupo sanguíneo,NULL,NULL,NULL,NULL,1,0,1,0
801,Blood Pressure,Presión Arterial,Presión Arterial,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
802,Blood pressure,Presión arterial,Presión arterial,1,Duplicate,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1
803,Blood pressure ,Presión arterial,Presión arterial,1,Duplicate,panama,NULL,NULL,NULL,NULL,Presión arterial,NULL,1,0,0,1
804,Bloody Nose,Sangra de la nariz,Sangrado por la nariz,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
805,Blue Cross Blue Shield,Blue Cross Blue Shield,Blue Cross Blue Shield,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
806,"Blue lines in this report are informational. Black lines show previously existing information.  Green lines show changes that were successfully applied.  Red lines indicate errors, or changes that were not applied; these must be processed manually.  Curre","En este reporte líneas azules son informativas. Líneas negras muestran información existente. Líneas verdes muestran cambios aplicados exitosamente. Líneas rojas indican errores o cambios que no fueron aplicados, y deben ser procesados manualmente. Reclamos denegados y pagos revertidos no se manejan automáticamente y aparecerán en rojo.","En este reporte el texto en azul es informativo. El texto en negro muestra información existente. El texto en verde muestran cambios aplicados exitosamente. El texto en rojo indica errores o cambios que no fueron aplicados, y que deben ser procesados manualmente. Los reclamos denegados y pagos revertidos no se manejan automáticamente y aparecerán en rojo.",0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
807,Blurred Vision,Visión borrosa,Visión borrosa,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
808,BMI,IMC,IMC,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
809,BMI Status,Estado del IMC,Estado del IMC,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
810,Body Region,Región corporal,Región corporal,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
811,Body Site,Área Corporall,Área Corporall,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
812,"Body site, if applicable",Área corporal si aplica,Área corporal si aplica,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
813,Bone Tenderness:,Sensibilidad en hueso:,Sensibilidad en hueso:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
814,Bone Tenderness: Medial Malleolus,Sensibilidad en hueso: Maléolo Tibial,Sensibilidad en hueso: Maléolo Tibial,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
815,Boolean,Boleano,Boleano,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
816,Bot,Inferior,Inferior,1,Duplicate,panama,Infer,Inferior,NULL,NULL,Inferior,Inf,1,0,0,1
817,Both Ears,Ambos oidos,Ambos oídos,0,,test,Ambos Oídos,Ambos oidos,NULL,NULL,NULL,NULL,1,1,1,0
818,both ears,ambas orejas/ ambos oídos,ambos oídos,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
819,Bottom,Inf,Inf,1,,test,Parte inferior,Inf,NULL,NULL,NULL,NULL,1,0,1,0
820,BOX 10 A. Employment related ,CAJA 10 A. relacionados con el Empleo,CAJA 10 A. relacionados con el Empleo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
821,BOX 10 B. Auto Accident ,CAJA 10 B. Accidentes de Autos,CAJA 10 B. Accidentes de Autos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
822,BOX 10 C. Other Accident ,CAJA 10 C. Otros Accidentes,CAJA 10 C. Otros Accidentes,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
823,BOX 15. Date of same or similar illness (yyyy-mm-dd):,"CAJA 15. Día en el que tuvo la misma enfermedad, o alguna similar (aaaa-mm-dd):","CAJA 15. Día en el que tuvo la misma enfermedad, o alguna similar (aaaa-mm-dd):",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
824,BOX 16. Date unable to work from (yyyy-mm-dd):,CAJA 16. Fecha de incapacidad de trabajar apartir de (aaaa-mm-dd):,CAJA 16. Fecha de incapacidad de trabajar apartir de (aaaa-mm-dd):,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
825,BOX 16. Date unable to work to (yyyy-mm-dd):,CAJA 16. Fecha incapacidad de trabajar (aaaa-mm-dd):,CAJA 16. Fecha incapacidad de trabajar (aaaa-mm-dd):,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
826,BOX 18. Hospitalization date from (yyyy-mm-dd): ,CAJA 18. Fecha de incicio de hospitalización (aaaa-mm-dd):,CAJA 18. Fecha de incicio de hospitalización (aaaa-mm-dd):,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
827,BOX 18. Hospitalization date to (yyyy-mm-dd): ,CAJA 18. Fecha de inicio de hospitalización a (aaaa-mm-dd):,CAJA 18. Fecha de inicio de hospitalización a (aaaa-mm-dd):,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
828,BOX 20. Is Outside Lab used?,CASILLA 20. ¿Se utiliza Laboratorio externo?,CASILLA 20. ¿Se utiliza Laboratorio externo?,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
829,BOX 22. Medicaid Resubmission Code (ICD-9) ,CAJA 22. Código de la resumisión de Medicaid (ICD-9),CAJA 22. Código del reenvío de Medicaid (ICD-9),0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
830,BOX 23. Prior Authorization No. ,CAJA 23. Número de Autorización previa,CAJA 23. Número de Autorización previa,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
831,BP,TA,PA,0,Presión arterial (for consistency with the following terms),openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,1
832,BP Diastolic,Presión Arterial /Diastólica,Presión Arterial /Diastólica,1,,test,PA Diastólica,Presión Arterial /Diastólica,NULL,NULL,NULL,NULL,1,0,1,0
833,BP Systolic,Presión Arterial/Sistólica,Presión Arterial/Sistólica,1,,panama,PA Sistólica,Presión Arterial/Sistólica,NULL,NULL,Presión Arterial/Sistólica,Persión Arterial/Systólica,1,0,0,0
834,Bpd,Pad,Pad,1,Presión Arterial /Diastólica,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1
835,Bps,Pas,Pas,1,Presión Arterial/Sistólica,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1
836,Brazilian Portuguese,Portugués brasileño,Portugués brasileño,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
837,Breast,Mamas,Mamas,1,,panama,Seno,Mamas,NULL,NULL,Mamas,senos,1,0,0,0
838,Breast Biopsy,Biopsia del Seno,Biopsia de mama,0,for consistency with the following terms,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,1
839,Breast Cancer within the Past 5 Years,Cáncer de mama en los pasados 5 años,Cáncer de mama en los pasados 5 años,1,,test,NULL,Cáncer de mama en los pasados 5 años,NULL,NULL,NULL,NULL,1,0,1,0
840,Breast Discharge,Secrecion del seno,Secrecion de la mama,0,for consistency with the following terms,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,1
841,Breast Disease,Enfermedad de mamas,Enfermedad de mamas,1,,panama,Enfermedad de la mama,Enfermedad de mamas,NULL,NULL,Enfermedad de mamas,Enfermedad de senos,1,0,0,0
842,Breast Exam,Examen de mamas,Examen de mamas,1,,panama,Revisión mama,Examen de mamas,NULL,NULL,Examen de mamas,Exámen de senos,1,0,0,0
843,Breast Mass,Masa en las mamas,Masa en las mamas,1,,test,Masa en la mama,Masa en las mamas,NULL,NULL,NULL,NULL,1,0,1,0
844,Breast-feeding,Amamantamiento,Amamantamiento,1,,test,NULL,Amamantamiento,NULL,NULL,NULL,NULL,1,0,1,0
845,Breath Sounds:,Sonidos respiratorios:,Sonidos respiratorios:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
846,Broken Bones,Huesos fracturados,Huesos fracturados,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
847,Bronchitis Form,Forma de bronquitis,Forma de bronquitis,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
848,Browse,Explorar,Explorar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
849,Browse for Record,Explorar para Registro,Explorar para Registro,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
850,Bruising/haematoma,Contusiones/Hematomas,Contusiones/Hematomas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
851,Bulging Right:,Abultamiento derecho:,Abultamiento derecho:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
852,Burning With Urination,Ardor al orinar,Ardor al orinar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
853,Burning with Urination,Ardor al orinar,Ardor al orinar,1,Duplicate,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1
854,Busy,Ocupado,Ocupado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
855,but not yet processed.,pero todavía no procesado.,pero todavía no procesado.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
856,Buttock,Gluteos,Glúteos,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
857,Buttock + S.I.,Gluteos + S.I.,Glúteos + S.I.,0,S.I.: Sacroilíaco, ,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,1
858,By,Por,Por,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
859,by,por,por,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
860,by mouth,por boca,por la boca,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
861,By/Source,Por / Fuente,Por / Fuente,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
862,By:,Por:,Por:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
863,C,C,C,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
864,C3 Statistics Reporting,Reporte Estadístico C3,Reporte Estadístico C3,1,,panama,NULL,NULL,NULL,NULL,Reporte Estadístico C3,NULL,1,0,0,0
865,CA Certificate for verifying the RFC 5425 TLS syslog server.,Certificado de CA para verificar el RFC 5425 TLS del servidor syslog.,Certificado de CA para verificar el RFC 5425 TLS del servidor syslog.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
866,Cache Lifetime (in seconds),Tiempo de Vida del Cache (en segundos),Tiempo de Vida de memoria caché (en segundos),0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
867,Cache template output?,¿Plantilla de salida del caché?,¿Plantilla de salida del caché?,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
868,Caffeine consumption,Consumo de cafeína,Consumo de cafeína,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
869,Calendar,Agenda/Calendario,Agenda/Calendario,1,,test,Calendario,Agenda/Calendario,NULL,NULL,NULL,NULL,1,0,1,0
870,Calendar Ending Hour,Hora de finalización del calendario,Hora de finalización del calendario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
