constant_name,definition,source,openemr,test,spanish,argentina,panama,haiti
"Internal error accessing uploaded file!","¡Error interno al accede al fichero adjunto!",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal error!","¡Error interno! ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal error, no drug ID specified!","Error interno, no identificación de drogas especificada ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal error: Cannot find MSH-10",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Internal error: claim ","Error interno: reclamo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal error: encounter '","Error Interno: Encuentro",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal error: pid or encounter is missing.","Error interno: pid o se encuentran desaparecidos. ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal error: we do not seem to be in an encounter!","Error interno: no parece haber una visita!",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal Identifier (pid)","Identificador interno del sistema",test,"Identificador interno (pid)","Identificador interno del sistema",NULL,NULL,NULL,NULL
"Internal Referrals","Derivaciones Internas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Internal Time Collected","Tiempo de coleccion interno",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"International Duty","Deber Internacional",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Interpreter,Intérprete,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Interpreter needed?","¿Necesita intérprete?",test,"Require Intérprete?","¿Necesita intérprete?",NULL,NULL,NULL,NULL
"Interstitial Lung Disease","Enfermedad Pulmonar Intersticial ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Interval,Intervalo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Interval (minutes)",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Interval between message checks (set to zero for manual checks only)",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Intervention,Intervención,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Intervention Provided",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Intolerance,"Intolerancia ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Intolerance:,Intolerancia:,test,NULL,Intolerancia:,NULL,NULL,NULL,NULL
intramuscularly,Intramuscularmente,openemr,NULL,NULL,NULL,NULL,NULL,NULL
intravenously,"Intravenoso ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Introduction,"Introducción ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid character in","Carácter inválido en",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid length for","Longitud inválida para",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid non-numeric character in","Carácter no-numérico inválido en",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid or missing payer in source for code ","Inválido o pagador ausente en fuente para código",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid recipient address. Please try again.",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid Service Codes","Códigos de Servicio Inválidos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid source designation ""","Designación de la fuente inválida -",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invalid username or password",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InvAmt,InvAmt,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Inventaire,Inventario,test,NULL,Inventario,NULL,NULL,NULL,NULL
Inventory,Inventario,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Inventory Activity","Movimientos de inventario",test,"Actividad de inventario","Movimientos de inventario",NULL,NULL,NULL,NULL
"Inventory and sell both drugs and non-drug products","Inventario y venta, ambos medicamentos y productos no farmacológicos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Inventory and sell drugs only","Inventario y venta medicamentos sólo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Inventory is not available for this order.","El inventario no está disponible para esta orden. ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Inventory List",Existencias,test,"Lista de Inventario",Existencias,NULL,NULL,NULL,NULL
"Inventory Management","Administración del Inventario",panama,NULL,NULL,NULL,NULL,"Administración del Inventario",NULL
"Inventory Price List","Lista de precios del inventario",panama,NULL,NULL,NULL,NULL,"Lista de precios del inventario",NULL
"Inventory Transactions","Transacciones de inventario",test,"Inventario Transacciones","Transacciones de inventario",NULL,NULL,NULL,NULL
Invoice,Factura,openemr,NULL,NULL,NULL,NULL,NULL,NULL
invoice,factura,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invoice Balance","Factura saldo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invoice Balance cannot be posted. No Encounter is created.","Factura saldo no puede ser enviado. No hay visita creada.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invoice Date","Fecha de factura",panama,"Fecha de Factura",NULL,NULL,NULL,"Fecha de factura",NULL
"Invoice has no date!","Factura no tiene fecha",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invoice Number","Número Factura",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invoice Pool","Bloque de facturas(recibos)",panama,NULL,NULL,NULL,NULL,"Bloque de facturas(recibos)",NULL
"Invoice Reference Number","Número de referencia de facturación",test,"Número Referencia Factura","Número de referencia de facturación",NULL,NULL,NULL,NULL
"Invoice reference number pool, if used","Número referencia lote de facturas, si se usa",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invoice Reference Number Pools","Número referencia de lotes de factura",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Invoice Refno Pool","Número referencia factura",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Invoice:,"Factura: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
IPPF,"Fundación Internacional de Planificación Familiar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"IPPF Abortion",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"IPPF Contraception",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"IPPF HIV",IPPF-VIH,test,NULL,IPPF-VIH,NULL,NULL,NULL,NULL
"IPPF SRH",IPPF-SSR,test,NULL,IPPF-SSR,NULL,NULL,NULL,NULL
"IPPF SRH Data",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"IPPF SRH Data for","Datos para SRH IPPF ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"IPPF Statistics Report","Reporte Estadistico IPPF",test,"Informe de las estadísticas de IPPF ","Reporte Estadistico IPPF",NULL,NULL,NULL,NULL
"IPPF Statistics Reporting","Reporte Estadístico IPPF",panama,NULL,NULL,NULL,NULL,"Reporte Estadístico IPPF",NULL
"IPPF Stats","Estadísticas IPPF",test,"Estado Fundación Internacional de Planificación Familiar","Estadísticas IPPF",NULL,NULL,NULL,NULL
"IPV 1","IPV 1 ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"IPV 2","IPV 2",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"IPV 3","IPV 3",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"IPV 4","IPV 4",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Irregular Heart Beat","Latido de Corazón Irregular",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Irritability,"Irritabilidad ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Irritation,"Irritación ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"is a different language version of the following database",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"is a different version of the following database",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"is a more recent version of the following database","es la versión más reciente de la siguiente bbdd",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"is a required field.","es un campo requerido.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"is a root node and can not be deleted.","es un nodo de raíz y no puede ser suprimido. ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"is an extension of the following database",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"is misplaced or unknown",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"is not valid (decimal fractions are OK).","no es válido (las fracciones decimales están bien).",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is PHP using Safe Mode?","¿El PHP utiliza el modo a prueba de fallos?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is text from form layouts to be translated?","¿Se traduce el texto del formulario plantilla?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is text from lists to be translated?","¿Se traduce el texto de listas?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is The File Encrypted?","¿Está encriptado el fichero?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is this a Clinical Term code type?",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Is this a diagnosis type?","¿Este es un tipo de diagnóstico?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is this a Medical Problem code type?",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Is this a procedure/service type?","¿Es un tipo de procedimiento/servicio?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is this active?",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Is this code type active?","¿Este tipo de código está activo?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is this code type used in claims?","¿Este tipo de código se usa en reclamos?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is this type hidden in the fee sheet?","¿Es un tipo oculto en la hoja de honorarios?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Is this using external sql tables? If it is, then choose the format.","¿Se usa en las tablas sql externas? Si es así, elija el formato.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"is too long","es muy largo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Issue,Condición,test,Incidencia,Condición,NULL,NULL,NULL,NULL
issue,incidencia,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Issue Date","Fecha Incidencia",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Issue ID","Nº Identificación incidencia",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Issue Title","Título de incidencia",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Issue Type",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Issue Types",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Issues,"Condiciones Médicas",panama,Incidencias,"Condiciones Médicas",NULL,NULL,"Condiciones Médicas","Patologías Médicas"
"Issues (Injuries/Medical/Allergy)","Incidencias (Lesiones, Médicas, Alergias)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Issues (Injuries/Medical/Allergy):","Condiciones Médicas",panama,"Incidencias (Lesiones, Médicas, Alergias):","Condiciones Médicas",NULL,NULL,"Condiciones Médicas","Patologías Médicas"
"Issues and Encounters","Incidencias y Encuentros",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Issues and Encounters for","Condiciones Médicas y Visitas de",panama,"Incidencias y Encuentros de",NULL,NULL,NULL,"Condiciones Médicas y Visitas de",NULL
"Issues not authorized","Incidencias no autorizadas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Issues Section","Sección de Condiciones Médicas",panama,"Sección de Incidencias",NULL,NULL,NULL,"Sección de Condiciones Médicas",NULL
Issues/Sales,"Distribucion / Ventas",panama,NULL,NULL,NULL,NULL,"Distribucion / Ventas",NULL
Issues:,"Condiciones Médicas",panama,NULL,"Condiciones Médicas",NULL,NULL,"Condiciones Médicas","Patologías Médicas"
Italian,Italiano,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Item,Artículo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
item,Artículo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
items,temas,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Items load failed","La carga de artículos falló",openemr,NULL,NULL,NULL,NULL,NULL,NULL
IU/L,IU/L,openemr,NULL,NULL,NULL,NULL,NULL,NULL
IUD,IUD,openemr,NULL,NULL,NULL,NULL,NULL,NULL
IV,IV,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Jan,Ener,openemr,NULL,NULL,NULL,NULL,NULL,NULL
January,Enero,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Japanese,Japonés,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Jaundice,"Ictericia ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Job Description","Descripción del trabajo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Job Description:","Descripción de la tarea",test,NULL,"Descripción de la tarea",NULL,NULL,NULL,NULL
"Job ID","Identificación del trabajo ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Job skills workshop","Taller de oficio",test,NULL,"Taller de oficio",NULL,NULL,NULL,NULL
"Joint dislocations","Dislocaciones de articulaciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Joint Pain","Dolor en las Articulaciones ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Joint sprains","Esguinces de articulaciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Jul,Jul,openemr,NULL,NULL,NULL,NULL,NULL,NULL
July,Julio,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Jun,Jun,openemr,NULL,NULL,NULL,NULL,NULL,NULL
June,Junio,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Just below the check information is a blue area where you put in your search parameters.  You can search by patient name, chart number, encounter number or date of service, or any combination of these.  You may also select whether you want to see all invo","Justo debajo, la información de comprobación es un área azul donde pones los parámetros de búsqueda. Puedes buscar por nombre del paciente, número de informe, número de cita o fecha de servicio, o cualquier combinación de éstas. Tu también puedes seleccionar si quieres ver todas las facturas, facturas abiertas o sólo las que debe el paciente. Pincha el botón de búsqueda para realizarla.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Just Mine","Mis notas",test,"Solo mío","Mis notas",NULL,NULL,NULL,NULL
"Justification Entries",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Justify,Justificar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Justify/Save,"Justificar / Guardar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"J{{Justify Header}}",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"k, here's the rest ","k, aquí está el resto ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Key,Clave,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Keywords,"Palabras clave",test,"Palabras Claves","Palabras clave",NULL,NULL,NULL,NULL
kg,kg,openemr,NULL,NULL,NULL,NULL,NULL,NULL
kg/m^2,kg/m^2,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Kidney Cancer","Cáncer de Riñon",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Kidney Failure","Fallo Renal",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Kidney Infections","Infecciones de Riñón",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Kidney Stones","Piedra en el Riñón",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Kidney Transplant","Transplante de Riñon",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Knee,Rodilla,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Knee Problems","Problemas de la rodilla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Knee Replacement","Reemplazo de Rodilla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Korean,Coreano,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Lab,Laboratorio,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Exchange Site Address","Sitio Web del Laboratorio de intercambio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Exchange Site ID","Nº Identificación Laboratorio de intercambio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Exchange Token ID","Nº Identificación ficha Laboratorio de intercambio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Query Status","Consulta de estado de Laboratorio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Report","Informe del Laboratorio ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Result","Resultado Laboratorio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Results","Resultados Laboratorio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Results Report","Informe Resultados Laboratorio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Service","Servicio de laboratorio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lab Test Results","Resultados del test de Laboratorio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Label,Etiqueta,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Label (?)",Etiqueta,test,NULL,Etiqueta,NULL,NULL,NULL,NULL
"Label cannot be blank","Etiqueta no puede estar en blanco ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Label Cols","Etiqueta de col",test,"Col etiqueta","Etiqueta de col",NULL,NULL,NULL,NULL
"Label for this type","Etiqueta para este tipo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"LabelCols must be a number between 1 and 999","EtiquetasColumn debe ser un numero entre 1 y 999",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Labels,Etiquetas,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Laboratory,Laboratorio,panama,NULL,NULL,NULL,NULL,Laboratorio,NULL
Labs,Laboratorio,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Laceration / skin condition","Laceración/Cond. Piel",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Laceration/abrasion,Laceración/abrasión,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Language,Idioma,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Language Code","Codio Idioma",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Language Code:","Codigo de idioma",test,NULL,"Codigo de idioma",NULL,NULL,NULL,NULL
"Language definition added","Definición de lenguaje agregada",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Language Interface Tool","Herramienta de interfaz de idioma ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Language List (write,addonly optional)","Lista de lenguajes (escribir, addonly opcional) ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Language Name","Nombre Idioma",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Language Name:","Nombe de idioma",test,NULL,"Nombe de idioma",NULL,NULL,NULL,NULL
Language:,Idioma:,panama,NULL,NULL,NULL,NULL,Idioma:,Idioma
Laotian,Laosiano,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Laparoscopy,Laparoscopía,test,NULL,Laparoscopía,NULL,NULL,NULL,NULL
Last,Apellido,test,"Último ",Apellido,NULL,NULL,NULL,NULL
"Last Activity Date","Fecha última actividad",panama,"Última Actividad Fecha",NULL,NULL,NULL,"Fecha última actividad",NULL
"Last Bill Date:","Última Fecha de Cuenta",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Calendar Year","Último año calendario",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Encounter","Última visita",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Level Billed","Último nivel facturado",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Month","Último Mes",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Name",Apellido,test,Apellido(s),Apellido,NULL,NULL,NULL,NULL
"Last name",Apellido(s),openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last name(s)",Apellido(s),test,NULL,Apellido(s),NULL,NULL,NULL,NULL
"Last Name:",Apellido,test,Apellido(s):,Apellido,NULL,NULL,NULL,NULL
"Last Normal Period (date)","Fecha último período normal",test,NULL,"Fecha último período normal",NULL,NULL,NULL,NULL
"Last Reviewed","Ultima revision",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Run Started At",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Last Saved","Última guardados ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last update by","Última actualización por ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Verified On","Ultima verificación el",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Last Visit","Ultima visita",test,"Última Visita","Ultima visita",NULL,NULL,NULL,NULL
"Late Recurrence (2-12 Mo)","Recurrencia tardía (2-12 Mes)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lateral Malleolus","Maléolo lateral",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Lateral malleolus:","Maléolo lateral:",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Laterality,Lateralidad,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Laterality of this procedure, if applicable","Lateralidad de este procedimiento si se aplica",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"laterally displaced PMI:","desplazados lateralmente PMI: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Latitude,Latitud:,test,NULL,Latitud:,NULL,NULL,NULL,NULL
"Layout Based","Formas configurables",test,"Basado en un diseño","Formas configurables",NULL,NULL,NULL,NULL
"Layout Editor","Editor de diseño",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Layout groups","Grupos de diseño",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Layout Style","Estilo de diseño",openemr,NULL,NULL,NULL,NULL,NULL,NULL
